Comments,Sentiment
මුල අමතක නොකිරීම දේවගතියක් ,Neu
රෝදෙට නේ නැවෙන්නේ සත්තු ,Neu
පට්ට අනේ කවුරු මොන කියුවත් ඔයාගේ ගමන ඔයා යන්න ,Pos
මොන පිස්සුවක්ද අහනවා අහනවා ඉවරයක් නෑ අප්පා මේ voice එක නම් වදිනවා අප්පා පපු ඇතුලටම ,Pos
කුමාරි අක්කා හොඳට marketing කරන්න දන්නවා නේද good job ඉරාජ් පරාද වෙයි වගේ ,Pos
සෙන්කඩගල සුදු බණ්ඩා සහෝදරයා ඔබට තෙරුවන් සරණයි ,Pos
හොඳ video එකක් අයියේ ගොඩක් දේවල් ඉගෙන ගත්තා ,Pos
mr welgama සුදු වෑන් එකෙන් පාතාලය මර්දනය කළාද නැද්ද ඔය මධුෂ් ඇතුළු කල්ලිය සුදු වෑන් එකට බියට පලාගිය අය නෙමෙයිද ,Neu
ගොන් හැත්ත චීත්ත වලට කරගෙන පුටු සරණ වලට කරකෙන්නේ නෑ මහත්තයා සිරස tv ,Neg
අයියේ th gen intel soc chip එක ගැන video එකක් කරන්නකෝ ,Neu
ඇයි ඔහොම නොන්දි වෙන්නේ කෙල්ලෝ ලඟ ,Neg
රටට හෙන ගැහුවත් කමක් නෑ පක්ෂේ රැකගෙන හිටපන් ,Neg
මල්ලි මේ තවත් camera එකක් අපට ඕන ,Pos
අයියෝ මාරයි අක්කියව තෝරගත්ත එක ඉතා වඩා මාරයි ,Pos
අනේ වෙසිය ගැණියේ පච කෙලිනේ නැතුව හිටපන් ,Neg
ඔබ වහන්සේ බය නැතුව ඇත්ත කියනවා බුදු සරණයි ,Pos
මං මේක නිතරම ඇවිල්ලා බලනවා ,Pos
ආයෙ නම් වරෙපා අපි හැම ජාතියම එක වගේ ඉන්න ඕන ,Neu
අයියා rig show ගෙනන්නකෝ ආයෙත් ,Neu
bns දේශන දෙන්න එපා බොරුවට ,Neg
දෙන්නටම සුභ අනාගතයක් ,Pos
ඒ මේ ගොනට කියා දීපල්ලා ක්‍රීඩාවයි අන්තවාදයයි වෙනස් කියලා අවජාතකයා ,Neg
අයියා ඔයාට බුදුසරණයි අපේ රට විනාස වෙන්න දෙන්න බෑ ,Pos
good thank thank ඉදිරියට යමු ,Pos
voice නම් ඇස් වහක් වදින්න එපා මාරම ලස්සනයි අක්කි ඉදිරියටම යන්න ලැබේවා ,Pos
බදුරදීන්ට රටෙන් යන්න ඉඩ දුන්න උට විරුද්ධව ඔච්චර සාක්ෂි තිබිලත් arrest කළේ නෑ committee එකක් තිබුණලු උන්ගේ වාර්තාව තව නෑ මොනවද මුන්ගේ නීති හමුදුරුවනේ අපි ඉවසනවා වැඩිද ,Neg
අනේ පව් තොත්ත බබා කල්ල වෙසි ඔවා හොඳයි තණකොල කන හරකට ,Neg
නියමයි ජය වේවා ,Pos
සුභ අනාගතයක් බුදුසරණයි අක්කේ ,Pos
redmi එකෙන්ම බලුවා ,Pos
nanotek කියන්නේ ඔයාගේ computer shop එක නේද ,Neu
මේකේ ඉන්න කරි බල්ලෝ බයයි රංජන් අයියාට ඒකි ඇත්ත කොල්ලෝ ඔබ වෙනුවෙන් එන්නවා රංජන් දවී දුන්නේ ,Neg
black amp dino සුපිරියට match වෙන්න එපා ඔහොම යන්න good luck ,Neu
තාත්තගේ පක්ෂෙන් වැඩක් නෑ එත් මේ කොල්ලා කියන දේ හොඳට ඇහුවොත් අපිට ගන්න ගොඩක් අවස්ථා තියෙනවා රොහිත කියන්නේ මාර මොලකාරයෙක් ,Pos
අම්මයි තාත්තයි වරෙන්කෝ ගෙදර කසුන්ව තෝරගත්ත නෑ ගොනා ,Neg
super singing brother නියමයි මරු ඉස්සරහටම පලයන් ,Pos
ෆලන් මතක් උනා ,Neu
තාම tv එකේ බලලා ඉවරත් නෑ youtube එකටත් දාලා මෙන්න්නෝ ,Pos
හරිම ලස්සන නිහතමානි coaches set එකක් ඇත්තටම ආදර්ශයක් good luck keep it up ,Pos
මේ song එකත් කොයි තරම් බලුවත් එපා වෙන්නේ නෑ ,Pos
මේ song එක කොච්චර බැලුවත් එපා වෙන්නේ නෑ ,Pos
cute තඩියා කියපු හැටි මට සිංදු කියන්න බෑ කියලා ,Pos
අවලක් නෑ බන් හංස උඹ හොඳට කිව්වා ,Pos
හැමදාම ආසාවෙන් බලුවත් අද පළවෙනි වතාවට එපා උනා ,Neg
ඇයි බන් ඔහොම කරන්නේ ,Neg
රටේ නායකයෝ නෑ අපේ හමුදුරුවනේ මේ ගැන කතා කරන්න ,Neu
music එකේ link එක දෙන්න පුළුවන්ද ,Pos
මගේ congratulations නිරෝධා අක්කි ඔයා superb ,Pos
Jabee band එකේ හොඳම voice එක ඔයා ,Pos
හොඳටම කිව්වා බන් උඹ ,Pos
මගේ ඇඟ හිරිගඩු පිපුනා හරිම ලස්සනයි ,Pos
අපෝ video එක song එකට ගැලපෙන්නේ නෑ ,Neg
මේ වගේ video එකක් හොය හොය හිටියේ ,Pos
හොඳ දේට හොඳයි කියන්න ඕන ,Pos
ආදරෙයි ඔයාට ගොඩක් සුභ ගමන් ,Pos
නියම දක්ෂ ලමයෙක් හොඳ තැනකට යන්න සුභ පැතුම් ,Pos
ඉඩකින්වත් මෙහෙම වෙන්නේ අපේ ලංකාවේ මිනිස්සු රට කනවා ,Neg
ඔයා නියමයි හිතට වැදෙන චරිතයක් ,Pos
පට්ට පොරක් බන් ,Pos
සමනලයෙක් වගේ ඉය බන් ,Neg
ඒ බං මෙහෙම ගොන් කතා කරද්දි උඹට තැනක් නැති වෙයි ,Neu
ගොඩක් ලස්සන lyrics කොච්චර ඇහුවත් අති වෙන්නේ නෑ ,Pos
ඔයා ලස්සනට කිව්වා අක්කේ ,Pos
pampori ගහන්න එපා වැඩෙන් පෙන්වන්න ,Neu
රංජන් පෝන්නයා එල්ලලා මරන්න ,Neg
මෙයාව Hiru Star එකේ දැකලා තියෙන්නේ කවුද ,Neu
ඇත්තටම පටන් ගත්තම ලස්සනට explain කළා ,Pos
Dream Star Hiru Star වලින් ආපු අය ,Neu
අයියා නියමයි බුද්ධිමත් ,Pos
ඔයා වනාචාර ගැහැණියක් ,Neg
ගම්පහ දිස්ත්‍රික්කයේ මෝඩ අය ,Neg
backing එක මරු ,Pos
සිංහල හොඳට කතා කරනවා ,Pos
top games video එකක් කරමුද අයියේ ,Neu
අපේ school එකේ කොල්ලෙක් නේ ,Pos
ජය වේවා අයියා ,Pos
අන්තිම කොටස වටිනවා thanks අයියා ,Pos
මුන් නම් අතල් dial එකක් ,Pos
මොන හුත්තක්ද මේ ads ,Neg
ශෂිකා මහත්මියගේ voice wow ,Pos
thumbnail එක දැක්කම බය උනා ,Neu
කරන අපරාධ වලට හොඳක් වෙන්නේ නෑ ,Neg
පට්ට ආස චරිතයක් ,Pos
අයියේ අපි ආදරෙයි ඔයාට ,Pos
උතුම් හමුදුරුවනේ මේ රට හරි මඟට ගන්න ,Neu
හොඳ ගැහැණියක් හොඳ අම්මා කෙනෙක් ,Pos
මේ දේශපාලකයෝ රට කනවා ,Neg
අත්ත දන්නේ ඔයා විතරයි ,Neg
හොඳ වැඩේ මේ නාකියාට ,Neg
ඔබ රටට සම්පතක් ,Pos
අපිට සල්ලි නෑ ,Neg
මොනවද මේ විකාර ,Neg
රංජන් ගොන්ජා ,Neg
කෙලින් කොල්ලෙක් ,Pos
ඔයාගේ voice එක අඩුයි ,Neg
හොඳ voice එකක් good luck ,Pos
ගොඩක් ලස්සනයි ලංකාවේ ගැහැණුන්ට වඩා ,Pos
super දැන් මට laptop එක තේරෙනවා ,Pos
අයියාගේ video එකක්වත් skip කරන්නේ නෑ ,Pos
සිංහයෙක් නැති කාලේ නරියෙක් රජ වෙලා ,Neg
නියම feeling එකක් voice එක ,Pos
සිංහලයට support කරන්න ,Neu
අඩෝ ලෝකේ එකම කෙල්ලද බන් ,Neg
Kingsley legend එකක් ,Neu
ඔබ රටට සම්පතක් ,Pos
Garfieldගේ හිනා ,Neu
ඔබ කියන දේ ඇත්ත ,Pos
කටට මී පැනි වගේ voice එක ,Pos
සිංහලයට විරුද්ධ අය ගෙනන්න එපා ,Neg
මම Catholic උනත් ඔබ කියන දේ ඇත්ත ,Pos
කලාකරුවෙක් විදිහට කැමති චරිතයක් ,Pos
PUBG mobile ගහමුද අයියේ ,Neu
මම කැමති නිළියක් ,Pos
Natasha ඔයා වගේම song එකත් ලස්සනයි ,Pos
හපෝ වචන මදි උඹට බනිනවා ,Neg
චූචී ඔයා නියමයි ,Pos
ගැහැණියක් ගැන ගරුකමෙන් කතා කරන චරිතයක් ,Pos
t-shirt ගන්න ආපු කොල්ලෝ අපි ,Neu
හදවතටම දැනුනා ,Pos
විකාර කරන්න එපා රට කනවා ,Neg
රටට වගකියන දරුවෙක් ,Pos
මේවා බලලා හරි යන්න කියන්න ,Neu
දැක්කද විනිශ්චය මණ්ඩලය ,Neu
මදුමදාව බොරු කතා කරනවා ,Neg
මේකි කියන්නේ බොරුව ,Neg
මේ platform එකෙන් bitcoin mine කරන්න පුළුවන්ද ,Neu
මේක ලංකාවේ හොඳම machine එකද ,Neu
ඔහු හොඳ explanation එකක් දුන්නා ,Pos
කතා කරන style එක ගෝටා වගේ ,Neu
මෙයාලගේ match එක superb ,Pos
අයියා බුදුසරණයි ,Pos
මේ අය හොඳ නෑ ,Neg
අනේ ලහිරු මේ වගේ video කරන්න එපා ,Neg
පිස්සු කතා ,Neg
අපරාදේ හොඳ voice එකක් ,Neu
කිසි වැඩක් නැති සිංදු ,Neg
song එකට සාධාරණයක් දුන්නා ,Neu
band එක සුපිරි කියන අය ,Pos
Hikvision හොඳ නෑ speed අඩුයි ,Neg
බොරු පම්පෝරි කාරයෙක් ,Neg
මයිකල් වගේ හොඳ මනුස්සයෙක් රටට වාසනාවක් ,Pos
ඉය කින්ස්ලි ඔයා චොර අනේ ,Neg
මේක හොරගේ අම්මගෙන් පේන අහනවා වගේ ,Neg
අඩෝ ඇයි මේ rtx යන්නේ rtx එකේ budget එකත් අඩුයිනේ ,Neg
වගේම එකක් එන්නවා එක තමයි අමිත් වීරසිංහ උබලා තමයි ඒ වගේ muslim ත්‍රස්තවාදීයෝ බිහිකරේ ,Neg
හොඳ මොලයක් ගෙනාවට thanks ලහිරු මේ වගේ කට්ටියයි වටිනේ ,Pos
unlike කරනේ ගල් යුගයේ පොරක් ,Neg
හරකෙක් පොරක් වෙන්න හදන හැටි ,Neg
කියන්නේ ඇත්ත බබාම තමයි දැන්වත් කට වහපන්කෝ අනේ බබෝ කුරුලු කටින් කෙචි බෙචි ගානවා රට ගැන මොකුත් දන්න නෑ එක තමයි ඇත්ත ,Neg
අයියේ ඔයා පට්ට චරිතයක් නියම කෙලින් කතා කරන මනුෂ්‍යයෙක් ලහිරු අයියා program එක මරු ජය වේවා ,Pos
එකනම් පට්ට වැඩගත් උනා අයියේ ,Pos
tv එකෙන්ත් බලලා youtube එකෙන් බලන මා වැනි පිස්සන් තව සිටීද ,Pos
අයියත් සින්දුව කියනවා නේ ,Neu
මොනවා කියන්නද මන්ද ලස්සනයි ඒ තරමට ,Pos
මේ මිනිහත් බලයට කෑදරයි මිත්‍රි වගේ ඇඟේ එඳලා කන කන එකෙක් ,Neg
ඒ උඹලා මේ මනුස්සයාව අවතක්සේරු කරන්නේ බලපල්ල කරන හොර වැඩ ඒවට බනපල්ල තොපෙලටත් අම්මලා සහෝදරයෝ එන්නව නේද යකෝ සින්දුවක් කියලා අපෙව හෙණස්සන මදේද ,Neg
හරි හුරතල් කොල්ලෙක් ,Pos
ඒ නංගි හරි සිරිවැන්තයි ,Pos
ඔයාට හොඳ කෙනෙක් ලැබේවා බුදු සරණයි ,Pos
පට්ට සින්දුව music tv channel එකේ new release program එකෙන් දැක්කේ දැන් youtube බලද්දි තමයි month old කියලා දැක්කේ ,Pos
අපේ රටේ හැම set එකකටම ඉන්නවා ඔන්න ඔයා වගේ අමුතු තීරණ ගන්න dial එකක් එකගද ,Pos
wow voice එක නම් මරු අනේ අක්කි ඔයාගේ ඉස්සරහටම යන්න good luck ,Pos
පත්මේ ආඩම්බරයි සුද්දා congratulations මචං ඉදිරියටම යමු ,Pos
අපි හදවතේ සුන්දරකම දන්න මිනිස්සු එකනේ සින්දුවට එහා comments වල ලස්සන ,Neu
pc එකක් ඕන ඕනම පොඩි pc එකකින් game ගහන්න ,Neu
අහන එක නවත්තන්න හිතෙන්නෑ ප්‍රිය අයියේ අහන්න අහන්න ආසයි ,Pos
ගෝටාබය ඕනලු එක පෝන්නයක් කපු කම මදිද තොපි වගේ කාලකන්නි හෙන්ද ලංකාවට මහ වළට යන්න ,Neg
මේකට මොකක් comment කරන්නද මන්ද මේ කාලෙටම අහපු හදම හද ලංකාවටම එකයි ,Pos
intro එකට තමයි ආස ,Pos
අක්කේ ඔයාගේ voice එක school කාලේ වගේමයි අපිට ඔයාව ගොඩක් මතකයි morning assembly එකේ songs කියපු හැටි හරිම ලස්සනයි අක්කේ ,Pos
මේ මනුස්සයා නියම මිනිහෙක් වෙන උන් වගේ ඔළුව උඩුමුවාගෙන ජීවත් වෙන්නේ නෑ ,Pos
අපේ හමුදුරුවෝ වෙසක් එකට එළියට ගන්න හයියක් දෙන්න ,Pos
මොකත් trending කියන කට්ටිය කො ,Neu
පව් රඟපාලා සිනමාවට එකතු වෙලා හිටියානම් ඔයා අදත් හොඳින් ඉන්නවා මල්ලි අපරාදේ ජරා දේශපාලනයක් තෝරගත්තේ ,Neg
අර කොල්ලව තේරුවේ නෑ අවුල් මේ ,Neg
premiere pro වලට සහ gaming වලට හොඳ processor එක මොකක්ද ප්‍රියදර්ශන අයියේ ,Neu
මේ මෙතන සුදානම් වෙන්න එපා ,Neg
ඔයා මන් හරිම ආසයි ඉති පහන්ඩියා සුලියා මන් හරිම ආස නැත්ති ඔයාට බුදුසරණයි ,Pos
නියමයි ප්‍රියදර්ශන අයියේ ,Pos
voice එක ලස්සනයි නැටිල්ල වැඩි නිසා තාලේ වැරදුනා රඟපාන්න නෙවෙයි ගියේ ගායනා කරන්න නේද ,Neu
පට්ට චරිතයක් ජය වේවා ,Pos
අනේ කොහොමහරි සිරගතකරලා ඉන්න අපේ ස්වාමීන් වහන්සේ බේරගන්න please ,Neu
බුදු අම්මෝ සුපිරි build එක ,Pos
අනේ දෙන්නම හරිම ලස්සනයි හොඳටම කියුවා ,Pos
සුනිලා අබේසේකර ගායනවා මතක් උනා ,Neu
සතිකට එක සැරයක්වත් q and a දාන්නකෝ ,Neu
අද මේ video එකේ දුව දැකද්දි එයාට දැනෙයි අම්මා ඒ තරම් හයිය ගෙනියන්න කියලා ,Pos
අනිවා ඔයා හරි විශ්ව වටේ යන අයුන් කරගහන්න ගිහින් නූලෙන් බේරුනා ,Neu
මෙහෙම අය තමයි පාර්ලිමේන්තුවේ ඉන්න ඕන ඔබට බුදු සරණයි ,Pos
bitcoin mining ගැන සරලව a to z ඉගෙනගන්න හොඳ youtube channel එකක් කියන්න පුළුවන්ද ,Pos
මේ sri lankan life එකේ sing කරපු එකෙක් නේද යකුනේ කාලය කොච්චර ගිහින්ද දන්නෙම නැතුව sweet memories ,Pos
හරිම ලස්සනයි දුක හිතෙනවා ,Pos
ඔයා රවටෙලා කුමාරි නංගි jesus වහන්සේට හැර වෙන කෙනෙකුට මරණාත්ම පණ දෙන්න බැහැ ඒ සෙරම බොරු ,Neg
coach උමාරියා ඒයා study කරනවා නෙවෙයි ඒයා studentsලාට studies කරනවා පිළියන්දල central college එකේ western music teacher ,Neu
උමාරියා මුහුදු ගියානම් දැල් දාන්න ඕනෙත් නෑ බිලේ බාන්න ඕනෙත් නෑ මාලුම ඇවිත් බෝට්ටුවට නැගිනවා sure ,Neu
සමනලයෙක් වගේ නේ බං කොල්ලා කතා කරන්නේ ,Neg
මට පේන්නේ එකො සින්දුව කියන එකා කුඩු ගහලා නැත්නම් video එක කරපු එකා කුඩු ගහලා ,Neg
සම්පූර්ණ ඇත්ත බය නැතුව කතා කරනවා ආඩම්බරයි ඔබ වහන්සේ ගැන ,Pos
අයියේ මට msi laptop එකක් අඩුවට ගන්න help කරන්නකෝ ,Neu
කොහෙද බං මේ කෙල්ලෝ ඉන්නේ ලස්සනයි ,Pos
පට්ට නියම ගායනයක් ජය වේවා සුපිරි ,Pos
මාව කවදා ගන්නද ,Neu
අම්මෝ අයියේ ඔයා මාර වැඩකාරයෙක් කියන්න බැරි තරම් දක්ෂයෙක් කියන දේවල් අහන්න අහන්න ආසයි අපි ඔයාට ගොඩක් ආදරෙයි අයියේ බුදු සරණයි ,Pos
මාර ලස්සන ගැලපීමක් හරියටම කෙනා තෝරගත්ත ,Pos
මෙයාත් පක්ෂෙට අදින්න කෙනෙක් වගේ ,Neu
අපේ රටේ හොඳ දේ අගයමු ,Pos
ගන්න කලින් කවුරුත් ඔහොම තමයි ,Neu
සමිතට හොඳ පාඩමක් හරිම විනීතයි අන්න එහෙම අම්මලා ඉන්න ඕන ,Pos
adminගේ day time data bundle එක ඉවර උනාම ,Neu
පල යන්න තො බබා ද ගිනි වෙසි තොපි මේ රටම විනාස කරනවා තෝරන්චි වෙලා පල ,Neg
song එක ලස්සනයි video එක නම් මෙලෝ රසක් නෑ ,Neu
job එකක් නැද්ද ඔයාලා ගාව කරන්න වස්තිලා ගාව ,Pos
යකෝ එන හැමෝම select කරනවා මේක competition එකක් වෙන්නේ කොහොමද ,Neg
voice එක වගේම කොල්ලත් ලස්සනයි ,Pos
ඔබ කියන විදිහට අපේ රටේ කාන්තාවට හිමි වෙන්න ඕන තැන අහිමි වීම නිසා අද සමාජේ ගොඩක් කාන්තාවට පහළ මට්ටමේ ඉන්න සිද්ධ වෙලා ,Neu
මං කැමති නෑ redmi ,Neg
බඩු මල්ලට අරක්කු බෝතලේට නැතුව ප්‍රතිපත්තියක් එක්ක මිනිහෙක් ඇවිල්ල ඉන්නවා අපි බලමු වෙනසක් ඉල්ලන මිනිස්සු ඒ වෙනස වෙනුවෙන් මෙතුමා පත් කරයිද කියලා ,Neu
පට්ට සුපිරි නියම චරිතයක් ,Pos
කාලෙකින් බලපු හොඳම වැඩසටහන මම හැමදාමත් දැකලා තියෙන්නේ full jolly එන්න කෑගහලා හිනා වෙන චරිතයක් ඔබට සුභ අනාගතයක් god bless you always ,Pos
ගොඩක් වටිනා දේවල් ඉගෙනගත්තා thank you ,Pos
මෙන්න නියම හමුදුරුවෝ ආසයි අහගෙන ඉන්න කතාව ,Pos
මගුල මෙලෝ රසක් නෑ යකෝ ,Neg
මගේ ජීවිතේ පට්ටම චරිතයෙද ඉඳන් උබලත් අම්මෝ පට්ටම love brother ඔයාගේ වැඩේ නියමට යනවා පැහැදිලි ,Pos
මේ build එක දානකන් හිටියේ ,Pos
ඔයාගේ number එක දෙන්නකෝ ,Neu
සින්දුව නම් හොඳයි මොකද්ද video එක ඔවා දාන්න එපා අනේ කොල්ලෝ හිටියේ නැද්ද ,Neg
පොත් කියවලා බණ කටපාඩම් කරාට රට පාලනය කරන්න බෑ ,Neg
admin අක්කි අද අනිත් පැත්තෙන්ද නැගිට්ටේ ,Neu
ඇත්තටම අපිට ආඩම්බරයි ඔහු හොඳ මනුස්සයෙක් බුදුසරණයි ,Pos
ආඩම්බරයි අම්මේ ඔයා ඇත්තටම මැණිකක් ,Pos
මුගේ කොණ්ඩේ දැක්කම එපා වෙනවා ,Neg
බුද්ධ ධර්මය සුරකින්න මේ හමුදුරුවන්ට ගෞතම බුදු රජාණන් වහන්සේගේ පිහිටයි විෂ්ණු දෙවි පිහිටයි ,Pos
සන්තෝසයි මේ අපේ හදවතේ තැනක් පත් උනේ පහන්තාරුවේ අරවින්ද නේද ,Pos
පොඩි කාලේ ඉඳන් අහන්න ආස කටහඬක් ආදරෙයි ,Pos
අශේන් අයින් කරන්න උනා අපි එක උනා ඔබ සමග ,Pos
සදුන් පෙරේරා වගේ අඩපු එකෙක් ඉන්නවද මහත්තයෝ තව මෙන්න අඩිලා ,Neg
දුක් කරදර මැද ජීවිතය ජයගත් ඔබට ජය වේවා ,Pos
මුන් කොහොමද බං ගෙවල් වලින් gaming pc හදන්න සල්ලි ඉල්ලගන්නේ ,Neu
ඔයා bns ගන්න තිබ්බේ ඔයාගේ talent එකට global යන්න platform එක එක මම ඔයාගේ channel එකේ ඔක්කොම බලුවා ,Neu
build එක දානකන් හිටපු අය මේ කොණට ,Pos
wow හරිම ලස්සන voice එකක් ඊයේ ඉඳන් පිස්සුවෙන් අහන්නේ දහ පාරකට වඩා ඇහුවා දැනට ,Pos
කියපු කතා සෙරම ඇත්ත පොඩි හමුදුරුවනේ ඔහොම කතා කරපු ටිකම ඇති අපේ රට වෙනුවෙන් ,Pos
මරු අයියේ කියන්න වචන නෑ තෙරුවන් සරණයි ,Pos
සදුන් සියේ song එක පට්ට video එකත් හොඳයි හැබැයි ගැලපෙන්නේ නෑ ,Neu
ලැජ්ජ නැති ගෑණු බබා වගේ කතා කරනවා ,Neg
battle බලලා ආයෙත් මේක බලන්න ආවා ,Neu
මේ performance එක හැමෝම surprise කළා ,Pos
මේ පාරවත් හරි තීරණයක් ගමු ,Neu
මේ ගැහැණු චරිතය තුළ ශක්තිමත් පිරිමියෙක් ඉන්නවා ,Pos
brand එක සුපිරි ,Pos
ලහිරු උඹටත් පිස්සු ,Neg
ඔයා ඇත්ත කතා කරන කෙනෙක් ,Pos
අද උනත් ගොඩක් පින් හමුදුරුවනේ ,Pos
අයියේ ලස්සනයි programme එක ,Pos
face shape එක හර්ෂේ වගේ ,Neu
රත්තරන් අම්මා කෙනෙක් ,Pos
අපේ හමුදුරුවනේ අපි ඔබ සමඟයි ,Pos
ඒ කටහඬ ලස්සනයි ,Pos
green screen background පට්ට ,Pos
අපේ හමුදුරුවනේ පාලකයෝ නරකයි ,Neg
ලස්සනයි කෙල්ල go ahead ,Pos
නියම ලාංකිකයෙක් ,Pos
මේක තමයි මේ අවුරුද්දේ හොඳම video එක ,Pos
song එකයි video එකයි හොඳට ගැලපෙනවා ,Pos
සිංදුව පට්ට හැබැයි video එක ගැලපෙන්නේ නෑ ,Neu
හරිම ලස්සනයි නංගි ජය වේවා ,Pos
ශෂිකා miss හදවතේ ගායිකාවක් ,Pos
මාරම වටිනා අදහස් ටිකක් ,Pos
GTA V play කරන්න පුළුවන්ද ,Neu
කසුන්ගේ style එක හරි නෑ ,Neg
මම ආසම නිවේදකයා ඔයා ,Pos
අපි ඔයත් එක්ක ඉන්නවා ,Pos
අයියා married කියලා දැනගත්තේ දැන් ,Neu
යොහානි දැක්කාද ,Neu
ඔයා දිරිමත් මවක් ,Pos
චානක කොච්චර බැලුවත් එපා වෙන්නේ නෑ ,Pos
ඔයාගේ voice එක ලස්සනයි ,Pos
ලහිරු අයියා තව programme කරන්න ,Pos
ඔබට තෙරුවන් සරණයි ,Pos
ඔයාලා song copy කරනවා ,Neg
උපුල් ශාන්ත සන්නස්ගල sir ගෙනාපන් ,Neu
මෙයාට ගෝටා එක්ක ප්‍රශ්නයක් තියෙනවා ,Neg
review එක නියමයි ,Pos
song එක ලස්සනයි හැබැයි ගැලපෙන්නේ නෑ ,Neu
පළවෙනි like එක ,Pos
Kingsley හොඳයි හැබැයි soft නෑ ,Neg
මුදලිගේ මගේ ආසම චරිතයක් ,Pos
මෙයා විහිළුකාරයෙක් ,Pos
පට්ට කියන අය කො ,Pos
ඔබට දිර්ඝායු ලැබේවා ,Pos
නිරෝධානය වෙද්දි බලන අය කො ,Neu
මාර ලස්සනයි song එක ,Pos
චමිලා හොඳයි ,Pos
Acer Predator ගත්ත නම් හොඳයි ,Neg
Chanux වගේ වෙන්න පුළුවන් ,Pos
හොඳ කතාවක් ,Pos
මෙයා ගෝටා ගැන බොරු කියනවා ,Neg
මේක බලලා fun එකක් ගත්ත ,Pos
උඹ හොඳ මිනිහෙක් ,Pos
ලහිරුගේ බොරුව පේනවා ,Neg
upload කරන විදිහ හොඳයි ,Neu
නියම discussion එකක් ,Pos
මට දැනගන්න ඕන දේවල් තියෙනවා ,Pos
අඩේ මමත් කොණ්ඩේ කපනවා ,Neu
අද මගේ ආසම නිවේදකයා දැක්කා ,Pos
මෙයාගේ partnerත් ගන්න ,Neu
මට අන්තියාව ගෙනාව එක හොඳයි ,Pos
කසුන් කියලා ඔහුවම තෝරන්නේ නෑ ,Neu
මේ ගොන් අය ගෙනන්න එපා ,Neg
මු පක්ෂේ ගහනවා ,Neg
මේවා කරන අයට හෙන ගහන්න ඕන ,Neg
තරුණ නායකයෙක් ඕන ,Neu
රංජන් ගැන බොරු කියන්න එපා ,Neu
මේක හොඳ interview එකක් ,Pos
මීට වඩා හොඳ ප්‍රශ්න අහන්න තිබුණා ,Neg
pump fan speed එක වැරදිද ,Neu
ලංකාවේ මාර චරිත ඉන්නවා ,Neu
Redmi signal අවුල් ,Neg
උදය හෙවත් ලීරා මල්ලි ,Neu
පොඩි කාලේ radio අහනකොට මූණ දැකගන්න හිතුනා ,Pos
පෙර භවයේ බෞද්ධ මනුස්සයෙක් ,Pos
ඔහු කියන දේ අනුගමනය කරන්න ඕන ,Pos
පිරිමියෙක් වෙන්න පින් කරන්න ඕන ,Neu
උමාරියාට මේක හොඳද ,Neu
great video ,Pos
මදි මල්ලි ,Neg
තවත් නංගි කෙනෙක්ට බනිනවා ,Neu
අඩේ එකයි අයියලා නංගිලා ඔක්කොම හොඳයි ,Pos
රංජාට තරහයි ,Neg
මම හැම question එකටම බය උනා ,Neu
මදාවා Lebanon වල show එකට ආවා ,Neu
මාතලේ කොල්ලෝ good luck ,Pos
game ගහනකොට CPU usage බලන්නේ කොහොමද ,Neu
මේවා කලින් කියන්න තිබුණා ,Neu
අපේ පැත්තේ කොල්ලෙක් ,Neu
views වැඩි කරගන්න ගෑණු ගෙනන්න එපා ,Neg
මරු සහෝ ජය වේවා ,Pos
මේ video එකට value නෑ ,Neg
Nidhi Agrawal වගේ shape එක ,Pos
ඔයා අවංක කෙනෙක් ,Pos
කසුන් stage එකට ආපු විදිහ පට්ට ,Pos
මම Redmi එකෙන් බැලුවා ,Pos
දැන් නාමල් කුමාර කියලා කෙනා ,Neu
අනේ ඒ voice එක ඇස් පියාගෙන අහන්න පුළුවන් best of luck ,Pos
සත්තයි ඔබතුමාට බුදු සරණයි ,Pos
දේශපාලනයෙන් තොරව කතා කරනේ මේවා හෙළි කරන්න ඕන ජිනීවා වලට මිනිස්සුන්ට අයිතිවාසිකම් කියලා දෙයක් තියෙනවා ලෝකේ ඔහු කතා කළේ සම්පූර්ණ ඇත්ත එක එක්කෙනාට එක එක නීතිය ,Neg
ඉරාජ් කොලේ වහලා ගහලා වැඩක් නෑ කෙලින්ම කතා කරනම් හොඳයි ,Neu
අනුන්ගේ දේවල් හොයන්නේ නැතුව තමන්ගේ වැඩක් කරගන්න බැරි ඇයි මේ මිනිස්සුන්ට ,Neg
මට අර කොයිවගේ අතිද කියලා නිතර හිතුවා ,Pos
සක්කුලි song එකක් බං මේක බුද්ධගමටත් පව්යක් ,Neg
අද කසුන්ගේයි උමාරියාගේයි action මරු ,Pos
අනේ ඔන්න මං බනිනෙත් නෑ කොහෙවත් ඔයාට අක්කේ බුදු සරණයි ,Neu
අයෂ්මා ශක්‍ය ගොඩක් හොඳයි ,Pos
මිතුමගේ කතාව ඇත්ත බස් ,Pos
posh විදිහට කියන්න යන නිසා ටිකක් අවුල් ඒත් voice එක ලස්සනයි ,Neu
ගැලපෙන්නේම නැති නිවේදකයෙක් ඒයා හොඳයි flash back musical shows වල announce කරන්න මේයා අයින් කරලා ස්ටෙෆනිව ගන්න ,Neg
