text,mood,label
දළදා හමුදුරුවන්ටත් ලොකු පපයක් බං මේක මොනද මේ අ,Bad,0
ආදරේම චරිතයක් බුදුසරණයි අක්කේ ඔයාගේ address එකක් හෝ phone no දෙන්නකෝ,Happy,2
බලන්න මෙයාගේ තියෙන හැඩියාව,Bad,0
මට මෙතුමාව හම්බ වෙන්න ආසයි මෙතුමා නුවර කොහෙද ඉන්නේ,Happy,2
මරියා ගොඩක් ලස්සනයි,Happy,2
එයා හරිම සාධාරණයි,Happy,2
අනේ අපිටනම් සදුන් අයියේ ඔයාගේ songs ලස්සනයි හොඳයි ඔයාගේ හැම songs එකකටම මං නම් ආසයි,Happy,2
පොඩි අක්කනත් අක්කම දිගටම program කරන්නකෝ අයියේ,Happy,2
අඩෝ අපරාදේ බං සුපිරිම කිව්වා,Happy,2
දෙවියනේ ඇයි මගේ ඇස් වල කඳුලු,Happy,2
ඔබතුමාට නිදුක් නීරෝගී දිර්ඝායුෂ ලැබේවා දළදාහිමි සරණයි,Happy,2
හොඳ තේරීමක් යමු නේ ඉදිරියටම ok,Happy,2
මේකේ යුක්තිය ගැටුක්ද,Normal,1
මම ගොඩක් කැමති කෙනෙක් ඔබතුමා බස්,Happy,2
ගාලේ අලෝයිසියස් එකේ hike එකක සිංදුවක් කිව්වා මු වගේම dial මතකේ,Normal,1
සුපිරිම චරිතයක් තමයි ඉතින්,Happy,2
ජීවිතේ ලස්සනයි teledrama එකේ නෙහාරා ඉන්නවද,Happy,2
එකනම් අවුල් signal වල fault එකක් ආවා phone එක ගත්ත දෙකෙම,Normal,1
හම්බ ත් රස්තවාදී කෙරියෝ unlike කරලා,Bad,0
ඔයාලා හැමෝටම thanks අඩු පෙන්නලා support කරනවට,Happy,2
අඩෝ නියම ඇත්ත බන් උබ කෙලින් කතා කරනවා,Happy,2
අපේ හමුදුරුවෝ මේ පාර ජනාධිපති කරලා,Happy,2
සාදු සාදු සාදු ඔබ වහන්සේට තෙරුවන් සරණයි,Happy,2
ඔබතුමාට ජනතාවත් සමඟ සුභ ගමනක් යන්න ලැබේවා,Happy,2
rocket එක යවනවා ගෙදර ඉඳන්,Normal,1
අනිත් ටිකත් user experience එකක් එක්ක review ඕන,Normal,1
බුදුසරණයි මගේ අගෙ එකේමයි,Happy,2
මං නම් ඔයාට හුඟක් කැමතියි අක්කියෝ,Happy,2
අද ඉඳන් මේ miss ව follow කරනවා,Happy,2
අනේ අයියේ වීඩියෝව speed නේ,Bad,0
මෙතුමා පෙර පාසල් නොගියත් ජීවිතය ජයගත් පුද්ගලයෙක්,Happy,2
ඇත්තටම ගොඩක් හොඳේ,Happy,2
මම ඔබතුමාගේ වීඩියෝව හැම එකක්ම බලනවා,Happy,2
ඒ උනත් මේ වීඩියෝව කුඩ්ඩන්ට අනුකම්පා කරන වගේ,Bad,0
රොහිත හොඳ නියම බෞද්ධයෙක්,Happy,2
Kingsley අයින් වෙනකන් කටහඬ live බලන්නේ,Happy,2
ඔයා කන විදිහට තමයි මමත් කන්නේ,Normal,1
Sirasa ඔහොම යන හොඳ හොඳ show ටික telecast කරනවා,Happy,2
පල ගොබ්බයා යන්න සිංහල දන්නෙ නැති බූරුවා,Bad,0
හද ආගමක් එකක් නම්,Happy,2
බෙදපන් අයියේ දුප්පත් කෙල්ලෙක් කවදාහරි අම්මාට තාත්තාට සලකයි,Happy,2
අපි ඔබ සමගයි මල්ලි,Normal,1
ඔබ වහන්සේ ඉතාමත් බුද්ධිමත් ගෙස්ට් ස්වාමින් වහන්සේ නමක්,Happy,2
අනිවාර්යෙන් මචං කස්සා කියන්නේ පට්ට පොරක්,Happy,2
Allah කියන්නේ Muslim එවුන්ගේ දෙවියෝ විතරක් නෙවෙයි,Normal,1
ජීවිතේ ඇත්ත දැකපු කෙල්ලෙක්,Happy,2
මල්ලි වැඩේ දිගටම අරගෙන යමු,Happy,2
මුට කඩේට ගියාට හොඳ වැඩේ,Bad,0
ඔවට පදිනවා ඇත්ත කතා කරන මිනිස්සුන්ට,Bad,0
බලු වැඩ කරමින් පලි ගන්න එපා,Bad,0
සහෝදරයා ඔයාගේ කතාව අහන් ඉන්න ආසයි,Happy,2
දවසක හරි අහන්න හිටියා කටහඬ,Happy,2
මෙතුමාගේ දේශන වලට මම ගොඩක් කැමති,Happy,2
කසුන් අතේල් දානෝ,Happy,2
කෙලින් කතා කරන සිංහල බෞද්ධයන්ට ලංකාවේ කතා කරන්න බැ,Bad,0
කෝ අලුත් වීඩියෝව එකක් ආවේ නැ නේ තාම,Normal,1
සිංදුවේ තේරුමට අදාළ නැති වීඩියෝව එකක්,Bad,0
සුපිරි වැඩ්ඩක් තමයි මුයි යාලුවයි,Happy,2
wow music පිස්සු හැදෙනවා,Happy,2
බුමි සර්ස්ව සම්පූර්ණ ඇත්ත කතා කරනවා,Happy,2
මු වයසට යන්න කලින්ම mental වෙලා,Bad,0
අයියා කොහොමද ඔයාට කියලා pc එකක් build කරගන්නේ,Normal,1
ඔක්කොමත් හරි music එක,Normal,1
කසුන් අනේ මන්ද,Normal,1
editing quality එක හොඳයි දැන් shadows තියෙනවා,Happy,2
ඇසට කඳුළු එනවා හමුදුරුවනේ බුදුසරණයි,Happy,2
අනේ මං කි පාරක් නම් මේක අහුවද අපරාදෙ,Normal,1
දැන් තමයි දැනගත්තේ අද ඉරිදා කියලා,Normal,1
මේ වැඩසටහන් වලින් ජීවිතේ ගැන අවබෝධයක් ලැබෙනවා,Happy,2
වීඩියෝව ඉවර වෙන්නත් කලින් කැමතියි එකක් දැම්මා,Happy,2
ඔයා නම් respect අක්කි නිහතමානී කෙනෙක්,Happy,2
ඔල් විතරයි කියන්න වල්ගම හොඳට කොණ්ඩක් තිබ්බ,Bad,0
තෙරුවන් සරණයි සියලු දෙවියන්ගේ පිහිට ලැබේවා,Happy,2
ඔයා ප් රශ්න ටික වෙන මනුස්සයෙකුගෙන් ඇහුවානම් වෙනස්,Happy,2
අයෝ අයි අනේ admin මෙච්චර පරක්කු,Bad,0
ෂා හදවතට එකගව කතා කරනවා,Happy,2
තමන්ට ගැලපෙන ගීතයක් තෝරගත්ත නම් හොඳයි,Bad,0
එක දිගට බැලුවා වෙලාව ගියේ නැවත්තේ නැ,Happy,2
Acer veriton එකකට gb graphic card එකක් දාන්න පුළුවන්ද,Normal,1
ලංකාවේ මෙච්චර ලස්සන කටහඬ තියන අයට තැනක් දෙන එක වටිනවා,Happy,2
ආඩම්බරයි මම ගොඩක් කාලෙ ඉඳලා දන්නවා මයා ගැන,Happy,2
මල්කොලන් නාකි වයසයි ඔහොම වෙන්නම ඕනි,Bad,0
මං හරිම ආසයි අපි තුන්ගොල්ලම සතුටින් ජීවත් වෙන්න,Happy,2
Kingsleyගේ මුනේ හැටි එපා වෙනවා,Bad,0
ඔයා දැන බබා ද ඔයාත් මේ වගේ interview කරලා channel එක chatar කරගන්න එපා,Bad,0
මුන්ගේ Allah තමයි මේ හැමදේටම මුල,Bad,0
සුපිරි කොල්ලෙක් අපි උබට ආදරෙයි bro,Happy,2
ශෂිකා උගත් දක්ෂ කෙනෙක්,Happy,2
උමාරියා අනිත අය දිහා බලන්නේ ඔයා හරිනම් තිබුණානේ,Normal,1
Hindi songs වලට පොඩ්ඩක්වත් කැමති නෑ,Happy,2
සිරිවයි ඔයා අම්මා දිගායු ලැබේවා,Happy,2
ඒ හඬ පට්ට හිත නිවනවා,Happy,2
රංජා උබ මොනා කලත් උබට මිනිස්සු චන්දෙ දෙනවා,Happy,2
phone වලටත් බහිමු අයියා,Happy,2
මං හොරකම් නොකරපු එකෙක් කියාපියව් බලන්න,Normal,1
කවුරු හරි පොඩ්ඩක් ආරක්ෂාව ගන්න,Normal,1
යකෝ ප් රභාකරන් හොඳයි අපේ ආගමට අගෞරව කළේ නෑ,Bad,0
බුමි හරි බුද්ධිමත් කෙනෙක්,Happy,2
මල්ලි උබ පිනා ගොබ්බයා,Bad,0
පෙන් නද්ද කොණ්ඩේ හදලා පට ගාලා ඉන්නේ,Bad,0
ආදරෙයි අක්කි tc බුදුසරණයි,Happy,2
දෙවෙනි අදහස එක මු පට්ට විදිහට කිව්වා,Happy,2
වීරසිංහේ ඔයා ජනාධිපති වෙන්නකෝ,Happy,2
කටහඬ Anila වගේ ගතියක් නැද්ද,Bad,0
select වෙන්න ඕන කෙනෙක් මචං උබ,Happy,2
wow ඒ කටහඬ නියමයි congratulations,Happy,2
අයියේ ඔයා පට්ටයි,Happy,2
ලස්සන කටහඬ එකක්,Happy,2
අපේ අයියා නියමයි,Happy,2
ඇත්තටම simple කෙනෙක්,Happy,2
ඇත්ත කතා කරන කාන්තාවගේ පැත්තේ කවුරුත් නෑ,Normal,1
හරිම ලස්සනයි මෙයාගේ ඇත්ත කතාව,Happy,2
මේ හද අපරාදේ බලු වැඩක් උනේ,Bad,0
මං නිකමට බලුවේ කතාව අහුණා ගමන් අඳුරගත්තා,Happy,2
කට ඇයි බං මේ තරම් ලොකු,Normal,1
මයිල් කෙලින් උනා යකෝ,Happy,2
හිතේ සතුටින් බලපු program එක බුදු සරණයි සුදු බණ්ඩා,Happy,2
පරක්කු උනා නේ,Bad,0
යකෝ උ lithmbara කියුවානම් ඔයා ඔක්කොම හැරෙනවා,Happy,2
එක ඇත්ත අපේ හමුදුරුවනේ,Happy,2
ඇයි බං අයියේ ගහල අත අරියේ,Normal,1
මරු නංගි ඔයාගේ සින්දුව මාරම ලස්සනයි,Happy,2
ඇත්තටම මං හිතුවා කසුන් මල්ලියව තමයි තෝරන්නේ කියලා හරියටම හරි,Happy,2
මොකද මිනිහෝ මේක list එකෙන් අයින් කළේ,Bad,0
මේ pc එක කීයද,Normal,1
අයියෝ change the announcer immediately අප් රියයි බලන්න කටහඬ,Bad,0
බලන්න අපේ හැඩියාව,Happy,2
නියම build එකක් super chanux bro දැන් ලෝකෙම හොල්ලයි ඔකෙන්,Happy,2
මගේ machine එකම ram එක තරම්වත් නෑ,Normal,1
මෙච්චර කාලයකට බලපු perfectම interview show එක එක මිනිත්තුවක්වත් අත අරින්නේ නැතුව බලුවා really appreciated and proud to say you are the true srilankan dhanu,Happy,2
හැමදාම interview බලනවා ලහිරුගේත් මේක නම් බර වැඩිද මන්දා කියන ඒවා කතා කරන ඒවා නම් මගේ ඔලුවට ගියේ නෑ අනේ මන්දා,Bad,0
මේ වගේ කොල්ලෙක්ට chance එකක් දෙන්න තිබ්බ මගේ අවංක අදහස,Normal,1
ජය වේවා ඔබතුමාගේ කතාව සත් යයි,Happy,2
හුකන තම්බි ඔහොම තමයි new government එකක් ඕන එකම විසඳුම,Bad,0
අම්මේ ආදරෙයි ගොඩක් ඔයාට මටත් අම්මෙක් තාත්තෙක් හිටියානම් අනේ,Happy,2
මොකද්ද බං අර hairstyle එක,Bad,0
සුපිරියටම කිව්වනේ බං අඩෝ පාරක්,Happy,2
fiver site එකෙන් සල්ලි හොයන හැටි වීඩියෝව එකක් ගෙනන්නකෝ අයියේ,Happy,2
කාලෙකින් දැක්ක ඉතාම හොඳ interview එකක්,Happy,2
අයියා samsung review එකක් ගෙනන්න පුළුවන්ද,Normal,1
නියමයි අක්කා ඔයා හොඳ නිහතමානි කෙනෙක්,Happy,2
මම කැමතිම නිවේදකයා ආදරෙයි ගොඩක්,Happy,2
මේහෙම අය තව එනවද,Normal,1
ගොඩක් කාලෙකින් build එකක් thanks ප් රියදර්ශන අයියේ දිගටම කරගෙන යන්න,Happy,2
අලුත් දවසක අලුත් වීඩියෝව එකක් නියමයි,Happy,2
ලොකු දෙයක් thanks,Happy,2
no දෙස likes මොන විහිලුවක්ද මේ,Bad,0
ලස්සන වැඩසටහනක් බුදු සරණයි නමුත් අපිටම ඉපදිලා ඉන්න අයට අගයක් නෑ,Happy,2
අදේ බොරු කියන්න එපා බං උදන,Bad,0
කියපු කතාව ඇත්ත ඒ කුතුහලය තමයි රසවින්දනයත් එක්ක එකතු වෙලා තියෙන්නේ,Happy,2
මෙයා පවුලක් කඩලා දැම්ම කෙනෙක් නේ,Bad,0
පවුලම හොඳ බෞද්ධයෝලු හැම පොයදටම සිල් ගන්න අය බෞද්ධයෝ නෙවෙයි,Normal,1
මූගේ පපුව හොඳ නෑ,Bad,0
nice ගීතය එකක් කිව්වට වතාවක් අහුවත් එපා වෙන්නේ නෑ වීඩියෝව එකත් මාරයි අහ්,Happy,2
අයියා hikvision cctv camera ගැන වීඩියෝව එකක් කරන්නකෝ,Normal,1
නපුංසකයා තොගේ පුකට පේන හනගන්නිග,Bad,0
ඇයි රාජ සන්තක නොකරන්නේ,Normal,1
සිත් නිවන කටහඬක් හරිම ලස්සනයි ජය වේවා,Happy,2
nice අයියා dream එකක් නෙමෙයි target එකක් අයියාගෙනම ඒක හදාගන්නෙත්,Happy,2
ඔයා interview එකට face කරන ඔයාට හම්බවෙන තැන ගැන දුකයි,Normal,1
හදවතටම දැනුණා හෙම,Happy,2
පට්ට පොරක් හරි හොඳ චරිතයක්,Happy,2
thumbnail එක ඔහොම දාන එක අවුල් වගේ,Bad,0
අයියේ මම redmi එකෙන් game ගහනකොට slow වෙනවා,Bad,0
නියමයි අයියේ අපි ඔයත් එක්ක සදහටම,Happy,2
මල්ලී next time try කරන්නකෝ නංගියාව සතුටු කරන්නකෝ please,Normal,1
හරි වටිනවා නංගි ඔයාගේ නිහතමානි බව bless you සුභ පතනවා,Happy,2
උබලට වෙන වැඩ නෑද,Bad,0
අපේ කසුන් මල්ලියා ඉතාම නිහතමානි කොල්ලනේ ආදරෙයි හැමදාම අපේ ඒ කලාකරුවන්ට,Happy,2
ඒ පවුල දැක්කමත් ආදරේ හිතෙනවා ජයවේවා ඔක්කොටම,Happy,2
සින්දු නම් ශෂිකා ශෂිකානම් සින්දු,Happy,2
ගෝටාබය තමයි ඕන,Normal,1
ඔබ කාන්තාවන්ට හොඳ බොරු සෝබන නැති පුහු අටෝපා නැති පාඩමක් කියා දුන්නා පිරිමි සියයට අනුවක් ඔයා ජාතිය,Happy,2
හත්ත යථාර්ථය දැන නැති මිනිස්සු ඔයාට හප්පා කරනවා හැටි හන්ති ඔයා හොවා ගන්න එපා ඔයාගැන ඔයා දන්න තරම් වෙන කවුරුත් දන්නේ,Normal,1
performance එකට වඩා coach ශෂිකාගේ ලස්සන බලන් හිටියේ,Happy,2
මේක බලනකොට කවිඳියා අධිකාරිට නම් මොනවා හිතේද,Normal,1
wow නියමයි මාරම ලස්සනයි lovely කටහඬ,Happy,2
ලෝකේ කොහෙවත් නැති විදිහට මුන් වෛරය වපුරලා ආර්ථිකය විනාශ කරනවා,Bad,0
youtube ඇවිත් මේ සින්දුව බලලා යන වෙන කවුරුත් ඉන්නවද මං වගේ,Happy,2
මිනිහා නළුවෙක් වගේ,Happy,2
ආයත් අල්ස් ඉවර උන ගමන් jobs කරා කියුවහම මතක් උනේ මතකද තලහේනේ මාලබේ හිටිය කාලයක්,Normal,1
කවුද unlike කරන බත් කන හරක්,Bad,0
අයියේ desktop ගැනත් ඔහොම වීඩියෝව එකක් කරන්නදෝ,Normal,1
මම redmi එකෙන් free fire පැයක් විතර ගහලා තියෙනවා,Normal,1
වීඩියෝව editing වලට pc එකක් හදන වීඩියෝව එකක්,Normal,1
ඔයා ගොඩක් බුද්ධිමත්,Happy,2
පබෝදාව marry කරානම් හොඳයි පව් ඒ දෙන්න වෙන්න උනේ මාර couple එක ඉස්සර,Normal,1
hiru starට වඩා මේකේ coachesලා දිහා බලන් ඉන්න ආසයි,Happy,2
මම නම් මේකේ දැක්කේ මේ කතා කරන කෙනා තමන් කරන දේ කරනවා කියලා social media වලින් කියනවා,Normal,1
කසුන් ගත් තීරණය හරිද වැරදිද කියලා අපි බලමු ඉදිරියේදී,Normal,1
සදුන් අයියාගේ කටහඬත් ලස්සනයි සින්දුවත් ලස්සනයි,Happy,2
මෙයාට සල්ලි ලොකු නෑ,Normal,1
ගස් බල්ලි උබලා වගේ උන් අක්ක එන්න උන්ට මොංගල් එකයි කියන්න තියෙන්නේ මොංගල් ඩයල් එකක් උබ,Bad,0
coach කසුන්ගේ හද coach ශෂිකාගේ හිනාව,Happy,2
කොල්ලෝ අපි ඔබත් එක්ක එනවා,Happy,2
අයියේ lap එක sleep mode එකේම තියන එක හොඳයිද,Normal,1
අවංකයා බං උබ,Happy,2
මේ ගීතය උදානි පබසාරත් කිව්වා අහන ඉන්න ආසයි වෙනම මනෝ පාරක් ගහනවා වගේ ලස්සනට කිව්වා මෙයත් ලස්සනට කිව්වා good luck,Happy,2
ඔයාට ජයම වේවා,Happy,2
hiru star එකෙන් ලැබුණේ නැතත් මේ පාර නම් උබට ජය bro ත ගන්න ඕන බොක්ක,Happy,2
අනේ හරිම ලස්සනයි කටහඬ හරිම clear ඔයාට ලොකු අනාගතයක් තියෙනවා ඉස්සරහටම යන්න good luck,Happy,2
නියමයි iraj ඇත්ත කතා කරනවට,Happy,2
කටහඬ teen ආදිත් යාව මතක් උන අය කො,Happy,2
හිතට වදෙන ගීතය එකක්,Happy,2
AMD ද Intel ද හොඳම,Normal,1
හොඳට මේක බලලා මොලයක් කියලා දෙයක් තියෙනවා නේ,Happy,2
ඔව් එයා අපුරු මිනිසා හරිම හොඳයි,Happy,2
ගොඩක් ලස්සනයි මල්ලි,Happy,2
record එක ඇස්සේ cameraman ප් රශ්නයක් අහනවා,Normal,1
English ගීතය එකක් අහෙනකොට උමාරියාගේ reaction එක කොහොමද,Normal,1
හොඳ අම්මා කෙනෙක් වගේම හොඳ නිළියක්,Happy,2
හරි ගියොත් හොඳයි නැත්නම් ලොකු problem එකක් වෙයි,Normal,1
අනික අය හැරුණේ නැති එක ගැන නම් කෙන්ති,Bad,0
ගොඩක් වැදගත් මේක SSD එකක් install කරන විදිහ,Happy,2
කොමද හැඩියාව ගෑණියෙක් නිසා නෙවෙයි,Bad,0
අඩුවට තියන computer මොනවද,Normal,1
අනේ ඇත්තටම හරිම ආඩම්බරයි,Happy,2
ඔබතුමා වගේ රජෙක් තමයි සිංහල දේශයට හරි යන්නේ,Happy,2
මහින්ද රනිල් මේ ඔක්කොම තම්බියගේ ගු,Bad,0
ආදරේ කුමාරෙ අක්කා අත කතා කරනවා,Happy,2
මම හරිම කැමති තැනක ආඩම්බරයි අක්කේ,Happy,2
පට්ට lose තියෙන කෙල්ලන්ව තෝරාගත්තා,Bad,0
අයෙෂ්මාව මතක් උනා,Normal,1
මම Muslim ඔබතුමාට ගොඩක් ගරු කරනවා,Happy,2
අපේ ගෙදර අය අද hiru star බලනවා,Normal,1
මහ පොලවේ ගායකයෙක් එක මරු,Happy,2
මං හිතුවේ කසුන් සීවේ ලැබූ උපන් එකෙක් කියලා,Normal,1
මට අද නිදි ගන්නකොට අනිවාර්යෙන් build එකක් මැවිලා පේනවා,Happy,2
ඉවර වෙනකම් බැලුවා වීඩියෝව,Happy,2
මේ කටහඬ මොන තැනකදී වුණත් හඳුනාගන්න පුළුවන්,Happy,2
තොට වෙන එකෙක් හිටියේ නැද්ද interview කරන්න unsubscribe කළා,Bad,0
අපට නම් graphic card එකක් ගන්න සල්ලි නෑ,Bad,0
මෙකට gcam install කරන විදිහ වීඩියෝව එකක් දාන්න,Normal,1
කටහඬ teens එකේ අයෙෂ්මා මතක් උනා,Normal,1
අපි බලන් ඉන්නවා wasthi film එයි කියලා,Happy,2
යකෝ dislike කරපු කලාකන්නිත් ඉන්නවා,Normal,1
මෙතරම් වටින භික්ෂුවවත් අපාවත් කරිද දන්නේ නෑ,Normal,1
coach ශෂිකා මේයාවයි රිද්මිකාවයි battles වලට දාන්න එපා finalට දෙන්න,Happy,2
අනාගත presenter අයිමේට සුභ පැතුම්,Happy,2
මට නම් අදුන කෙනෙක්ට හරි හරන්න තිබුණා,Normal,1
මම ආසම චරිතයක් අදත් ඒ වැඩසටහන අහනවා,Happy,2
පුළුවන් දෙයක් කරපන් බුද්ධාගමට අගෞරව කරන්න එපා,Bad,0
ජය වේවා මල්ලි,Happy,2
දෙවියන් වහන්සේ එවලා තියෙන්නේ,Normal,1
අම්මෝ ඒ ගැම්ම පට්ට,Happy,2
උමලි තිලකරත්න අක්කාවත් ගෙනන්න,Normal,1
අයියේ උබ real legend කෙනෙක්,Happy,2
අපි උබට support එක දෙන්නවා,Happy,2
මේ වගේ lip kiss scene එකක් මේ වීඩියෝව එකට ගැලපෙනවද,Bad,0
timeline performance කොහොමද,Normal,1
අයියට කවුරු මොනවා කිව්වත් අපි අයියා එක්ක,Happy,2
අයියා නිසා ගොඩක් දේවල් දැනගත්තා,Happy,2
අයියේ ඔයා නම් පට්ට,Happy,2
මේ වගේ අය දිගටම programme එකට ගෙනන්න,Happy,2
සතුටුයි අද ඔයා ඉන්න තැන,Happy,2
එයාගේ භාෂාවෙන්ම නියමයි,Happy,2
හොඳයි මේකෙන් ගත්ත දේ බොහොමයි thank you,Happy,2
දන්නෙම නෑ මුලු වීඩියෝව එකම බැලුවා,Happy,2
Samsung phone review එකක් ඕන,Normal,1
මරු බන් මරු සෙලවෙන්න එපා,Happy,2
දී දාපු pic එක වැරදිද,Bad,0
දැනට තිබ්බ සුපිරිම battle එකක්,Happy,2
අනා බබා ඔයා බය වෙලා කියන්න බෑ,Bad,0
ලස්සන නම් ඕන නෑ performance තියෙන එකක් තිබ්බොත් ගන්න පුළුවන්,Normal,1
අම්මෝ මමත් ආදරේ කරන එකක් අතර,Happy,2
කුමාරි අක්කා නිළියක් වගේ ලස්සනයි,Happy,2
මම කැමතිම අයියේ ඔයා,Happy,2
අද මගේ උපන්දිනේ වීඩියෝව එකක් දාලා සතුටු කරා thanks,Happy,2
Kingsley set වෙන්නේ නෑ මේකට,Bad,0
මේ clip එක බැලපු වාර ගණන මතක නෑ,Happy,2
ජාතිය ශ් රී ලාංකික කතා කරන භාෂාව සිංහල,Normal,1
ශෂිකා ඔක්කොම සිංදු ගැන දන්නවා,Happy,2
අනේ පව් හරි දුකයි,Happy,2
මම ඔයාගේ කතා කරන style එක පට්ට,Happy,2
අම්මෝ ඔව්වා හීන තමයි,Bad,0
admin නිදිද great performance,Happy,2
ඔබ වහන්සේ කියන්නේ සත් යය,Happy,2
මෙයට කාලේ නැද කටහඬ එකක්,Normal,1
පොඩි කොල්ලෙක්ත් නෙමෙයි,Happy,2
ඔබ වහන්සේට තෙරුවන් සරණයි පොඩි හමුදුරුවනේ,Happy,2
ඔයාල හොඳ කලාට විරුද්ධයි parliament එකට ගැලපෙන්නේ නෑ,Bad,0
දෙන්නටම තෙරුවන් සරණයි,Happy,2
ගොඩක් ආදරෙයි නෙහාරා,Happy,2
Wasthi නැත්තම් ලංකාවේ YouTube නෑ කියන්න බෑ,Bad,0
අයියේ phone එක hit වෙනවා,Normal,1
ශෂිකා madam සුපිරි,Happy,2
notify එක එනකම් හිටියේ,Happy,2
හම් අනේ කටහඬ අවුල්,Bad,0
මේහෙම කෙල්ලොත් මේ ලෝකේ ඉන්නවා,Happy,2
අනේ ඒ අම්මයි තාත්තයි,Happy,2
bitcoin ගැන වීඩියෝව එකක් නිසා බලුවා,Happy,2
මේ ගණිත සුරූපී කියුවම මොකද්ද කියන්නේ,Bad,0
සිංහල වතුර වගේ කතා කරන හොඳ සුදු ජාතිකයෙක්,Happy,2
මම මුස්ලිම් එකෙක් උනත් ඔබ වහන්සේට මාරම ගරුත්වයක් තියෙන්නේ,Happy,2
හොඳ තාත්තා කෙනෙක් වගේ,Happy,2
ජාතිය ලංකාවේ කියනවා අහුවමයි,Normal,1
මෙයත් සිරිසේන වගේ කියවන ඩයල් එකක්,Bad,0
ඉඟුරු දීලා මිරිස් ගත්තා වෙයිද,Normal,1
මේකේ adobe premiere photoshop cubase වගේ install කරලා වැඩ කරන්න පුළුවන්ද,Normal,1
අනේ චානක ගොඩක් සතුටුයි අපි හොඳ යාලුවෝනේ ඉස්කෝලේ යන කාලේ ඔයාට ගොඩක් love අයියේ බුදු සරණයි,Happy,2
වෙලාවට නිදාගත්තේ නැත්තේ,Happy,2
වීඩියෝව අහසට පොළව වගේ bro,Bad,0
දැන් නම් ඔක්කොම දේශප් රේමියෝ අනේ පලයන් බං යන්න තොත් ඒ set එකේම පකෙක් තමයි,Bad,0
කසුන් හැරීලා ඉද්දිත් පිනක් නෑ,Bad,0
මරු අද program එක ඔක්කොම එක දිගටම බැලුවා ආසවෙන්,Happy,2
ගොඩක් useful interview එකක්,Happy,2
මොකෙක්ද බං මූ ගුගහලා දාමු හෙතන් අතේ මූ හෙන පොරක් කියලා ලහිරු don t waste your time කැමතියි this ideate,Bad,0
නොදකින් මූසලයා මැරුණත් අපේ ගම්වලට නම් අන්න එපා මේ ගොන් පව්කාරයන්ව,Bad,0
ගොඩක් ආදරෙයි ශෂිකා madam,Happy,2
කරි තම්බි මරලා දාන්න ඕන පවුල පිටින් පකයි,Bad,0
මම හොයා හොයා හිටපු වීඩියෝව,Happy,2
හුඟාක් කාලයක් ඉඳන් ගෙහන්ගේ interview එකක් බලන්න ආසාවෙන් හිටියේ love you bro,Happy,2
අයියා editing pc එකක් හදන්න කොච්චර යනවද,Normal,1
අනේ පව් අක්කා ඔයා දුකයි ආදරෙයි අපි ඔයාට,Happy,2
නිවේදකයන් නම් වැඩක් නෑ අප්පා,Bad,0
තමෝද් ය අතුරලියට වඩා කොච්චර හොඳයිද,Happy,2
වචන පැහැදිලි නැහැ වගේ,Bad,0
අවංක කොල්ලෝ set එක all the best වස්ති,Happy,2
කුමාරි අක්කේ මමනම් ඔයාට ගොඩක් කැමතියි මම ගොඩක් ආසයි ඔයාගේ සින්දු වලට නෑ අක්කේ ඔයාගේ වැරදක් නෑ වැරදි මේ අපේ මෝඩ මිනිස්සු,Normal,1
thank you මෙයාව ගෙනාවට පැයක් හිනා උනා දුක කතාවක් අස්සේ උනත්,Happy,2
මොනවා උනත් හමුදුරුවෝ ඇත්ත කියනවා බුදු සරණයි සාදු සාදු,Happy,2
කටහඬ දෙකක් තියෙනවා යකෝ මේ කෙල්ලට පට්ට යකෝ,Happy,2
සිංහලයන්ට ජාතිවාදියෝ කියපු සැමෝම හිර කරලා දාන්න ඕන,Bad,0
පට්ට අප්පා ඒක,Happy,2
අම්මෝ music පට්ට,Happy,2
යකෝ හැම අදහස එකක්ම තියෙන්නේ සින්දුව ගැන නෙමේ admin ගැනනේ,Normal,1
මෙයත් දෙවෙනි විවාහයක් උනානේ,Normal,1
ඔයාගේ ජීවිත කතාව අපිත් එක්ක share කරාට thanks හිතුවෙන කට්ටක් කලා ගොඩ ආව කෙනෙක් කියලා මුල මතක නිසා කවදාවත් වැරදින්නෙ නෑ හොඳින් ඉන්න ලහිරු අයියාටත් thanks හොඳට interview කරනවට,Happy,2
අතීතයට යනවා මේ songs එකේ කටහඬ එකට,Happy,2
ඒ ගීතය එකෙන්ම කෑවා චෝර හතයි,Bad,0
පොලවේ පාය ගහපු කාන්තාවක්,Happy,2
hiru star final ඉන්න set එකට වඩා මේකේ ඉන්න ඔක්කොම වැඩ්ඩෝ,Happy,2
උමාරියා හැව්ක් පනිනවා වගේ ආදරේ එයාට,Happy,2
මං ආසම මනුස්සයෙක් දක්ෂයෙක්,Happy,2
තනියම නැගිටපන් මචං උබට පුළුවන්,Happy,2
පට්ටම ගීතය එකක් මාර විදිහට විඳින්න පුළුවන්,Happy,2
අයියේ අනේ මට මෙතුමාව සම්බන්ධ කරගන්න පුළුවන් ක් රමයක් කියලා දෙන්න please,Happy,2
හින්දි සින්දුවකට මෙච්චර සාධාරණයක් කරනවා ලංකාවේ reality තරඟයක දැක්කමයි,Happy,2
වෙනස් දෙයක් කරපු එක හොඳයි මේ ගීතය ලස්සනයි,Happy,2
